timestamp,gps_lat,gps_lon,gps_alt,gps_fix_type,gps_satellites,gps_speed,imu_xacc,imu_yacc,imu_zacc,imu_xgyro,imu_ygyro,imu_zgyro,baro_pressure,baro_temp,mag_x,mag_y,mag_z,label
0.0,-35.363266652852566,149.16523048705264,603.7938188782418,6,10.0,0.0,-7.686550085998014,-20.5190438992026,-989.8995197396667,-36.67432951395276,42.569474399943736,7.404589691738678,947.5604872526847,249.43684363308245,179.4793915514596,-58.42149487022701,410.1966442863839,0
0.1,-35.36325123073895,149.16524795650543,604.0681806956695,6,10.0,2.3302861818206866,-1.6457682321863487,129.97580968230307,-1005.4041999487467,23.022673741424775,-29.927837447281366,11.56347454494139,947.5723064317459,249.06731656997152,181.71116187853008,-58.35600183549791,412.4641765947538,0
0.2,-35.36325058594038,149.16525099879354,603.9034269434492,6,10.0,0.3109868513408555,-49.58580984260279,-47.7269586850947,-959.0656261678137,-4.9867440216019165,38.54269779038009,13.035019575232587,947.6949271685668,250.2633947865263,177.7529520319931,-57.0804268589171,408.75822515290633,0
0.3,-35.36323843409705,149.1652712651509,603.6921378950698,6,10.0,2.363033086222075,-44.35004176491181,-21.268482288003717,-975.1097779629166,5.884110970181288,45.99045403834043,-25.325952942802793,947.6626139971363,249.41710420731008,181.58969222721765,-61.545741322911276,410.85687441981867,0
0.4,-35.363238247591966,149.16528073466782,604.0132624285258,6,10.0,0.9471353385023554,-12.572342528040936,24.886126643127987,-940.3757365774579,32.04099599793668,-25.999964790967987,-5.523494243115616,947.6299088651967,248.64635965935247,183.6577350623335,-61.66519593661678,406.70969518797483,0
0.5,-35.36322264838983,149.16529010093348,604.6647286253726,6,10.0,1.8195110323007448,-9.39755775284209,34.792627345510766,-978.9267339013041,-14.002317787908115,1.655994105589417,-12.825043287300115,947.5350112981309,248.69451505182107,181.56337814089963,-61.93940777624174,409.6440722566841,0
0.601,-35.36322267934464,149.16530045211417,603.7792200478326,6,10.0,1.035122697573906,-34.730128709815524,181.8141133463145,-987.6269234740186,-1.195620352298152,21.314731531623856,0.5633717382045732,947.6442809355965,249.56784918022274,178.437729617536,-60.423998010680855,407.66672448443865,0
0.701,-35.36321129356068,149.16531898023567,603.7696516741381,6,10.0,2.1746893172650417,-38.97072846292088,63.865788980051654,-1038.629239192625,4.768771540363964,-3.317633929574983,13.280538209899769,947.6051829127364,250.36837578326814,179.3976345077569,-61.99338164793082,412.3952352299043,0
0.801,-35.363222528726574,149.16532892458807,604.0645463986629,6,10.0,1.5003969384107,-87.24769675846,32.92938934848858,-1026.3450974145737,0.8773462005716268,38.02038154626353,1.32568394343735,947.6493735400624,249.76791248676278,181.8140472607024,-55.43820870796799,407.45373555049366,0
0.901,-35.36320360848208,149.16533353985716,604.0397502585336,6,10.0,1.947501888206498,67.51865692620612,18.90426491168013,-977.1297051233516,29.48386657575984,20.524867875385194,-9.127723557455223,947.5545889204045,249.57864569683318,178.62978420094893,-61.80499647551433,412.7524838672912,0
1.001,-35.363199838321165,149.16535767677667,603.9565666084343,6,10.0,2.4429592640936604,140.6381444595129,67.97718209237857,-978.6962070297934,6.609623326085712,15.110221305178468,3.0889810532740016,947.6041401325715,250.13242374874534,179.94516717475733,-55.76398435469444,409.80152358309095,0
1.101,-35.36319351809158,149.16536117141567,603.8027507625864,6,10.0,0.7222035987366143,21.866362343078222,32.21983110049239,-953.5222295510764,-11.546360994575656,-10.759203583935236,-15.015205729995934,947.6468734408777,248.51235984053767,181.15406412167476,-60.31653321885108,413.4518361135309,0
1.201,-35.363183824732864,149.1653860128746,604.2916767281579,6,10.0,2.6665694901806134,-20.928621507876283,114.62132105169084,-1011.9874567298092,8.61990566574837,41.9522644079821,7.988129937442121,947.5406554481444,248.7688746377415,180.87526430938289,-63.71343762377627,411.730107513559,0
1.301,-35.36317458669811,149.16538381528292,604.7658220185916,6,10.0,0.9495825151736276,-35.821429073952665,5.455454153478654,-962.386475933078,-32.189452201542295,3.5309616554538543,-12.16294721587078,947.5242432886799,249.7302943588517,177.009255047859,-62.35974360864292,408.23886628022,0
1.401,-35.36317090802463,149.16540607610378,604.2308888433485,6,10.0,2.256272997117377,57.75813342861398,48.89078717557369,-996.6431972603798,43.97361387791965,-9.98341138175343,13.473604582020315,947.4971701715147,250.5565465698846,182.08506968839203,-57.90966649652788,409.21620311826797,0
1.501,-35.36316723547179,149.16541410127033,604.1716536731799,6,10.0,0.8825584541694109,-8.875456594764957,41.98526801974407,-958.9472030768696,7.6162423738732485,-11.505812848248686,1.7307521372360102,947.5758002306831,249.830429294429,181.49397498823268,-58.26983197447619,412.30593114760194,0
1.601,-35.36315454299604,149.16543293370512,604.3883740979064,6,10.0,2.27103399530419,-17.911149117059644,-18.341472914026888,-981.6904014395836,-19.564297592007804,38.11669878070353,-4.597289474321828,947.6040598076576,249.91824704976173,180.05645545425827,-56.47989366920117,408.61244065063755,0
1.701,-35.36314954276755,149.16543731549055,604.1291001901942,6,10.0,0.6648483174323493,13.539978621263856,-54.16379740333749,-947.4930016952529,6.77878207967293,25.64430871037699,22.742621467414217,947.4903499010086,249.69639960103783,177.63924553101714,-58.87122388141885,409.69370722648756,0
1.802,-35.36315134942273,149.16544944700678,604.394483156482,6,10.0,1.2265304274365896,58.314522283513405,-103.9656918477473,-987.0015927716138,22.50245104913706,-12.78435741421346,22.777979025991065,947.5382561157563,249.8974242284483,181.67350613460945,-59.03745924928686,408.91600809507884,0
1.902,-35.36313433926057,149.16546230846734,604.6567042454309,6,10.0,2.1325167865782326,-8.575438878833396,44.69724342171446,-975.4825584380757,5.450367410933323,10.390266755888893,-5.2627426585354655,947.5808052682859,251.87280956882643,175.23652014260117,-61.989317847595764,409.2579366563553,0
2.002,-35.36313379446134,149.16546727498647,604.5059211814217,6,10.0,0.49963104839032596,-44.52144619457583,-17.112665038022655,-968.0098851282723,-29.07821627759887,-0.14150879318478188,10.646572934673362,947.5281917537069,250.2755879786405,182.21365279517866,-58.73746668747618,409.6344454240397,0
2.102,-35.363133370482096,149.16547786500874,604.6416342992029,6,10.0,1.0598506031180828,33.697481968342736,-13.36486586407819,-994.5187554629397,-31.905091716879625,-18.491701051763847,11.614098711442441,947.543342048127,251.31254719353137,181.8044471124226,-58.767912399841315,409.5157132044964,0
2.202,-35.363128657126666,149.16550014535926,604.5163109116968,6,10.0,2.2773443717437347,52.44989341793661,-5.50799935669415,-990.1595209938408,-16.314440401240166,14.601584835792876,-12.47781261915248,947.6288983178379,249.40670048467814,181.61143824225059,-55.41106828426912,409.36578116907856,0
2.302,-35.363120429156155,149.16550397825637,604.3573704217042,6,10.0,0.907692673579967,-20.17173382220228,34.40236605009328,-993.0777549197163,-1.391365361729807,-19.39270075279859,13.838115086260125,947.581003519888,251.19786058919655,180.5117107558549,-61.93902842260054,412.43834507563787,0
2.402,-35.36310155599712,149.16552008491726,604.1337385509529,6,10.0,2.481170403527774,50.52812722317236,-55.660484604021036,-1005.4930124987569,-22.696547325479756,-7.045899757132568,-1.7042562857526513,947.5249177239901,249.81513985637935,177.49160858060625,-56.029172341218874,406.46721742988825,0
2.502,-35.36311415540536,149.1655245882811,604.6649712148359,6,10.0,1.3380036396461212,-36.06061703782301,-36.0611240238597,-1018.9337960768356,42.387723205792014,40.495601428864674,-0.32810934968445726,947.5652520375061,249.40520784171406,181.9816988420253,-62.38310082798373,413.6549441176444,0
2.602,-35.36309972490166,149.16553540433412,604.7932770396571,6,10.0,1.8034035601861127,-29.942265966155603,-61.52727226627529,-983.1865718836967,4.420416242628329,6.868591324790225,-19.96416179659083,947.5141081230059,249.02132042644925,180.10016126804587,-61.06316247946851,409.4821484698379,0
2.702,-35.36309442954194,149.16554854446932,604.288653506366,6,10.0,1.4167003476863167,41.65876083861967,-48.08097799609532,-977.0826176448873,6.140233591573075,-10.447304557205175,2.180426559732947,947.543164103903,250.10515009112706,175.77960450414943,-57.79642746416426,410.5060076792486,0
2.802,-35.36308530806171,149.1655531986839,604.7382335804876,6,10.0,1.0240269282283345,-45.47630618591412,-30.206182457510266,-967.7148720837765,8.761878494956369,16.0264014178962,4.882468872542042,947.560583548022,250.0840095826187,180.52243202793946,-64.40447254611794,410.0690282081262,0
2.902,-35.36308561244552,149.16556306706195,604.7990391916442,6,10.0,0.9873071189653454,38.70717156574179,-14.296247519566055,-1001.3287273589897,23.84997149290841,12.208394982316497,-16.181354421324418,947.4389982117884,250.6343969341188,178.94294766558932,-62.14370743156176,410.4350409209094,0
3.003,-35.363074031940414,149.16556990716788,604.1104719010401,6,10.0,1.3449726676028801,-10.206491163582903,10.403927932081718,-978.4504642105866,-7.558711429899793,9.89978984773992,-8.738862136676156,947.5902990594626,249.12351176022577,179.30110239687238,-60.08467493474342,409.7921561724794,0
3.103,-35.363064068437716,149.16557623622566,605.090691919606,6,10.0,1.1803743407886105,-2.2786703864256044,-41.494455817601654,-957.4886689602386,-3.359381547251532,12.07202790113568,9.30193019098949,947.5110721823827,250.14181751869174,183.08560527456586,-59.326299475097954,409.5606258596288,0
3.203,-35.3630626365144,149.16559757915465,604.4330389115597,6,10.0,2.1390909802871554,-69.69590080580173,38.986050465830616,-973.470866569337,-21.232288509609383,3.44116998325583,-20.167227503237232,947.5067353300525,248.80701253239806,177.41441884104796,-59.730677873999035,408.9896609314408,0
3.303,-35.363059975778135,149.1655898322377,605.0043240425857,6,10.0,0.8191107341088136,-5.020032429385058,4.458636589699532,-1038.5144887664937,6.466026177935542,-5.282693262180756,-9.35786548522983,947.485770650793,250.09061001349727,183.07649084311436,-60.268589731919924,410.2673105470124,0
3.403,-35.36305782688967,149.16560389741375,604.4316721668133,6,10.0,1.422838354953032,-19.372187567635695,18.515759912014218,-940.4983649615452,30.836347875931317,17.046419499657762,7.7588518317637,947.576103038885,250.91933541020316,182.72489980584731,-59.04591620713466,409.95673347843984,0
3.503,-35.36304143243866,149.1656173009959,604.7979736731909,6,10.0,2.1176261204048976,40.37750625548274,19.83453792171958,-1002.7560548846782,15.978367637777954,11.206421902079988,-6.850740164059142,947.4482533029154,248.7003454891662,176.97516042242387,-60.163390424152055,410.1419783311891,0
